description,from_file,full_text,full_text_length,keyword,link,remove_reason,source,title
,community,"월 100만원이 증발항게 생겼어
머리아프다
추천검색
추천 비추천
0
0
개념 추천
개념 비추천
0
실베추
공유
스크랩
신고
원본 첨부파일
1
6ae33709d72b57a746468ad1120c24f4.jpg",115,부업 월 100만원,https://gall.dcinside.com/mgallery/board/view/?id=professional&no=700339,부업 키워드 부족 (2/5),dc,부업끊길거 같은데 어떡해해야지
,community,"그냥 초반에는 내경험상 주식 공부하면서
지출 아끼고 부업해서 시드모으는게 정석임
몇천따리로 좆빠지게 움직여봤자
부업 한번 추가해서 월 100만원 버는게 더 빠르거든
그런계산이 끝난애들은 이미 주식 존나잘하는애고
시드 좆도없는데 머리싸매가면서
쓸거 다쓰고 주식해서 집사고 차사겠다는 놈들은
이미 마인드부터가 글러먹어서
주식시장에서 곧 나가리임.
버핏도 한화 약 1.4억정도를 일단 시드로 모으라고 했고
그전에는 죽기살기로 돈모으라고 했음.
어찌됐든 주식시장은 현명한 놈들만 살아남는다.
1억 미만은 그냥 쥐좆시드 연습장용이맞음",293,부업 월 100만원,https://gall.dcinside.com/mgallery/board/view/?id=stockus&no=14827035,부업 키워드 부족 (3/5),dc,몇천따리로 주식하는새끼들 컴온
,community,"대학생이라
금토일만 배달함
전자타는데 공도로 달리긴 눈치보이고
자도도 잘 안돼있고 인도마저 개쫍은 동네라
오토 살까 고민인데
금토일 부업으로 월 100만원 안쪽 용돈벌이하는데
오토바이 사는거 오바인가",111,부업 월 100만원,https://gall.dcinside.com/mini/board/view/?id=coupangeats&no=522195,부업 키워드 부족 (3/5),dc,대딩 전자붕이 오토 살까 말까
,community,"부모 등골 다 빼먹으면서
월 100만원씩 용돈받으며 졸업도 안하고
30살까지 스트리머 하겠다고 존나 나대다가 ㅈ망해서
31살에 겨우 졸업하고
단 3개월만에 좆좆소지만 초봉 4000 조금 넘게 받고 갔음
업계가 좀 특수해서 가능했지만 어쨌든
니들도 분명 할 수 있음
그리고 그 스트리머 하겠다고 나댔던 시간에 배워놓은 편집기술도
요즘 부업으로 잘 쓰이는 중
여튼 취업 어렵지 않음
방향성만 잘 맞으면
니들 고3때 노력의 70%만 써도 취직 될거임
화이팅 하셈
그리고 버튜버는 보지 마라 인생에서 도움 안됌",281,부업 월 100만원,https://gall.dcinside.com/mgallery/board/view/?id=chzzk&no=10069329,부업 키워드 부족 (2/5),dc,아까 취업 어려운거 맞냐고 글싼 갤럼인데
,community,"그래도 꽤 되는거지? 수익은 월 100만원 이상은 꾸준히 나와서 부업으로 하고 있어
추천검색
추천 비추천
2
0
개념 추천
개념 비추천
1
실베추
공유
스크랩
신고",91,부업 월 100만원,https://gall.dcinside.com/mgallery/board/view/?id=creator&no=185006,부업 키워드 부족 (3/5),dc,평범한 직장인 기준 구독자 3만명이면
,community,"안녕하세요. 작은 광고대행사 다니면서 영상 촬영, 편집하고 광고 집행하는 디붕이입니다. 1년 뒤에 취미 + 부업으로 영상 촬영용 카메라 구매하려고 합니다. 예산은 아래와 같습니다.
1. 카메라 적금: 월 40만원 12개월, 총 487~ 489만원
2. 여유자금: 100만원까지 가능
= 총 580 ~590만원(렌즈 포함)
제가 중고 매물 보는 눈이 없어서, 가능하다면 신품으로 알아보고 싶습니다.
영상/사진 비율은 8/2입니다
주로 부동산 촬영 많이 하고, 모델하우스 내부에서 촬영합니다. 회사 카메라가 A7M3 + 1635g f4 g고, 주로 4k 30p로 촬영합니다.
인테리어 촬영을 주로 하되, 아나운서 인터뷰, 투어 영상도 촬영합니다. 비율은 7 : 3 정도입니다.
지금 장비로 촬영을 하면 느껴지는 염증은 아래와 같습니다.
1. 실내 저조도 환경에서 ISO를 불필요하게 늘리게 되는 것 같다.
2. 아나운서 촬영시 표준줌이 절실하게 필요하다. (광각줌 렌즈로 아나운서 인터뷰도 따게 되는데, 회사에서 표준줌을 사주질 않네요.)
3. 모델하우스에서 조명을 못까는 경우가 좀 많다. (직원들이 방해하거나, 사람이 너무 붐비면 삼각대도 펴기 힘든 경우가 있습니다.)
제가 개인 소유하고 있는 장비는 아래와 같습니다.
1. DJI RS4 MINI (아나운서 촬영용으로 아이폰을 올리기 위해 개인적으로 구매)
2. T7 Shield 1TB (그냥 집에 있습니다)
인터넷 서핑과 GPT를 통해 얻은 견적은 회사별 1가지씩, 총 4가지입니다. 바디 + 광각단렌즈 + 표준줌렌즈 구성입니다.
1. 소니 A7IV + 시그마 14mm F1.4 DG DN + 시그마 28-70mm F2.8 DG DN
2. 캐논 R6M2 + RF 16mm F2.8 STM + RF 24-70mm F2.8 L IS
3. 니콘 Z6M3 + 빌트록스 AF 16mm F1.8 (Z) + 니콜 Z 28-75mm F2.8
4. 파나소닉 S5M2X + 시그마 14mm F1.4 DG DN (L) + 시그마 28-70mm F2.8 (L)
또한 여기에 광각단렌즈를 라오와 15mm F2 Zero-D (L)로 가라는 의견도 있었는데, 시그마 14mm를 대체하고 바디를 한단계 더 좋은걸로 가는게 나은지도 알고 싶습니다.
후보정은 편집툴에서 채도 대비 노출만 조정하고 있습니다. 다만 RAW 워크플로를 경험하고 싶기는 합니다.
1년 뒤에 어떤 신제품이 나올지, 어떤 기종이 얼마나 감가될지 모른다는 것은 충분히 이해하고 있습니다. 다만 현시점에 이 예산으로는 어떤 선택을 할 수 있을지 궁금합니다. 부디 고견 부탁드립니다.",1273,부업 월 100만원,https://gall.dcinside.com/mgallery/board/view/?id=digitalpicture&no=1803417,부업 키워드 부족 (2/5),dc,A7V 사면 개 호구인 이유
,community,"안녕 나는 곧 40 코앞인 남자야
최근 답답한 마음에 익명의 힘을빌려 여기라도 털어나보려고
우리 부모님은 고등학교때 이혼하셨어
이유는 첫째로 어머니의 외도 둘째로 외가식구한테 아버지몰래 3억원가량 빼돌림
어머니가 바람핀 상대를 A라고 할게
A는 아버지 가게에서 일하는 배달직원이었고 어머니보다 10살 어리셔
바람현장을 아버지가 급습했고 어머니,A 둘다 모텔에서 깨알닥 벋고게셨음 (친가식구들도 그현장에 같이출동해서 그 모습 다 목격함)
당시에 어머니는 아버지가 의처증이라고 자식들한테 거짓말을 했음
A랑 엄마랑 둘이 도망가려고 집보증금 가지고 날른적도 있음
여차저차 여동생과 나는 당시에 바람난걸 안믿어서 아버지가 문제구나 생각했어
어머니랑 나랑 여동생 이렇게 셋이 생활했고 아버지는 다른 도시로 혼자 이사가서 사셨어
협의이혼당시 재산분할
1. 어머니: 30평대 수도권 아파트1채, 양평에 땅 대략 3천평, 현금 1억원가량
2. 아버지: 수도권 50평대 단층상가, 서울에 30평대 빌라, 현금 5천
* 매 월 양육비 어머니에게 150만원 지급약속
이렇게 재산분할 해준것도 아버지가 우리들 생각해서 해주신거래
당시 난 고2 여동생 중3이었고 그땐 엄마가 하도 아버지 욕을해서 아빠를 미워했어
보증금 500에 월세 40짜리 반지하 투룸에서 세식구 같이살았어 나머지 돈은 엄마가 장사하는데 쓰임
외가식구들한테 빼돌린 3억원은 외가형제들 빚갚는데 다쓰임 (작은삼촌 사채, 큰삼촌 장사빚)
그렇게 살다가 나 군대휴가때 엄니몰래 깜짝? 이벤트로 엄마가게에 방문했는데
오잉 ? 그때 아버지가 말한 A가 엄마랑 같이 딱 달라붙어서 술을먹고있내?
그때 처음알았어 고2때 아버지가 말한 바람핀게 사실이었구나...
(그날 난 그 A랑 대판싸움)
바로 아버지 집으로 갔고 1년간 아버지랑 같이 살았어
(그 당시 아버지 담배/술 다 끊고 노가다 뛰시면서 자기생활비 10만원 빼곤 우리 생활비쓰라고 엄마한테 전부 보내고 있던걸 처음알았어..)
+ 롯데타워 꼭대기층 공사현장에서 목숨걸고 일해본적도 있으시대 ㅠㅠ
어머니가 미안하다고 근 1년간을 계속 찾아오셔서 용서하고 다시 24살에 엄니집에서 살기시작함
뭐 27까지는 그럭저럭 평화롭게 지냈음 (2년 공뭔준비도하고 학교도 졸업하고~)
아! 26살에 수도권에 아파트 산다고 내명의 융자좀 받아달라고 하셨다 (이때가 시작인듯)
대충 3억정도...? ㅋㅋㅋ... (아버지가 이거해주면 다신 자기볼 생각하지 말라해서 거절했어)
28살 첫 취업하고 2달만에 엄니가 신용카드를 만들어달래
4~5개월쯤 지날땐 현금서비스 500만원 이야기하심
그 후 50만원 ~100만원 자잘히 계속 빌려가셨음
그러다 취직한지 9개월? 쯤 됬을때 월세내라고 하셨어 (월 60이었나.. 70이었나 기억이안나)
그래서 원룸월세 1000/50짜리 구해서 나왔어 (당연히 모은돈 제로, 아버지가 천만원 지원해주심)
모은돈이 없을수 밖에 없었던게 월 170만원 벌으면 쓸돈쓰고 저축을 해야하는데 어머니가 족족 가져가심 ㅠㅠ 경제관념이 이때 박살난듯
월세 살면서 5~6개월에 500모으면 엄마가 홀라당 빌려가고
또 5~6개월 모으면 300 홀라당 가져가시고 (명목상은 빌려가신다고함)
그렇게 2년쯤 다니다 돈도 안모이고 이직하고 싶은 마음에 그만둠..
* 이때는 내가 월급을 250정도 받으면 괜찮을꺼다! 생각했던거 같어
퇴직하고 1주일만에 퇴직금 빌려달라하심
퇴직금 빌려주고 그 담주에 150만원 또 빌려가심
그리고 이직회사 첫 출근날 80만원 또 빌려가심 .. (퇴사하고 1달도 못쇰 ㅠ 돈도없어서 할것도 없었음)
내 나이 30살 이때부터 어머니가 본격적으로 부릉부릉 시동을 거심
매년 여름마다 장사안되서 50~100만원 달라~ 뭐 사달라~ 통신비가 없다~ 쌀값이 없다~
식당 테이블/의자 교체, 식기교체, 식기세척기 구매, 라디에이터 교체, 병원비 등등
30~34살 사이에 짜잘하게 20만원 ~ 300만원까지 너~~~무 많아서 이제 생각도 잘 안나
34살 그당시 연봉이 이것저것 4천만원이었어 아버지 도움 2천만원 받아서
원룸보증금+아버지도움+내가 겨우겨우모은돈 해서! 청년전세대출 받아 3룸으로 이사함!
너무 행복했음! 가전도 인터넷 저렴한거 였지만 냉장고 세탁기 침대 등등 다삼! 내힘으로!
차도 국산소형 SUV지만 할부넣고 구매함 ! (할부금 월 30만원가량)
그 이사날 어머니가 도와주시긴 커녕 .. 이사내내~~ 돈 이야기만 하셨어
돈좀빌려달라고 ㅠㅠ 흑 .. 결국 이때도 한 200도와드린걸로 기억함
너무~~~ 괴로웠어 물론 동생은 나보다 더심하게 괴로웠음!
여동생 23살 취업해서 28까지 번돈 퇴직금 포함하여 싹다 엄마가 털어감 ^^
당시 셋이살때 동생이 생필품 집관리비 다내던거였어 (난 진짜 몰랐어)
물론 동생도 아파트 융자받아달라고 엄니가 그랬고 안해주니 미친년 불효자년 등등 별이야기를 다들었대
동생 빚까지 지게해서 아버지가 다~~갚아주고 동생 5천만원 주면서 살아가게 하심.. (아버지 미안합니다..)
충격적인건!!? 엄마가 돈빌린곳이 너~~~~무 많다는거야
외가식구들 한테 총 3~4억가량 빌림! (삼촌들+이모)
할아버지 유산으로 5천만원가량 받으셨고! 할머니한테도 대략 7~8천만원 받으심!
정부대출 1억 + 신용대출 + 마이너스통장 + 사채 + 신용카드 등등 ..
전부~~~~~~~ 우리 고2때부터 지금까지!! 이곳저곳 장사하시면서 다~~~~~~말아드심 ^^
물론 아버지가준 아파트, 땅 , 돈? 이미 나 20대 중반에 증발~
더 충격적인건 그 바람난 A씨 있지? 아직도 같이산다 ㅋㅋㅋㅋㅋ
근데 제작년에는 그 A씨 병원비 없다고 내가결제하고옴 (약100만원?)
작년에는 엄마 병원비만 천만원 꺠짐 ^^ (건강검진, 치과, 당뇨 등등)
물론 30살이후부터는 동생이랑 어느정도 반반부담했어
근데 더웃긴건 이런 돈빌리는 상황에서도 가족행사, 생일, 추석, 설날 이런건 죽어도 꼬박꼬박 다챙김 ㅋㅋㅋ 자식들한테 대신 효도하게끔함 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅠㅠ
결국 작년에 개인회생 진행했어 (물론 그 비용도 우리가 냄!)
다 털고 나니까 최소빚이 7천만원에 + 개인빚 1억정도 남았어 그거 열심히~ 갚고계신대
최근에 이사간다고 보증금을 달라고 하시내 ? ",3925,부업 월 100만원,https://gall.dcinside.com/board/view?id=sc&no=938452,부업 키워드 부족 (2/5),dc,나이40까지 고통받고있는 흙수저 사연 (긴글주의)
,community,"넷카마짓으로 월 100만원 부업 돈들어오면 시발 저게 창조경제지
편갤러
(118.33)
2026.01.22 02:26:54
스크랩
조회 67
추천 0
댓글 1
편의점알바 월280+넷카마짓100= 월380 좆되노
시바 뭐고
추천검색
추천 비추천
0
0
개념 추천
개념 비추천
0
실베추
공유
스크랩
신고",168,부업 월 100만원,https://gall.dcinside.com/board/view/?id=cs_new1&no=8173017,부업 키워드 부족 (2/5),dc,넷카마짓으로월100만원부업돈들어오면 시발 저게 창조경제지
,community,"저녁 미션만 깨면 주5일 저피만 해도 월 100만원 나옴
거기에 주거급여 근로장려금 더 하면 월 140~150 정도
공부 하면서 부업으로 하기에 이거보다 나은건 이 나라에는 없는듯
문제는 해가 갈수록 나라 내수 경제가 안 좋아지는 것 같다",133,부업 월 100만원,https://gall.dcinside.com/mini/board/view/?id=coupangeats&no=300211,부업 키워드 부족 (3/5),dc,내가 배달하는 이유
,community,"남들 다 200이상은 찍는데 왜 월 100만원도 안주는 편의점에 있으려고 하는거임??
편의점 알바는 걍 투잡 부업용도다 편의점 탈출하는 자가 진정한 승리자다",87,부업 월 100만원,https://gall.dcinside.com/board/view/?id=cs_new1&no=7813752,부업 키워드 부족 (3/5),dc,편의점 가지말고 마트에서 일해라
,community,"본업으로 대충 유명한 메던로 + 부업으로 신작이나 대충 유명한 뱀피르,로드나인
이렇게만해도
월 300은 버는데
평균 월 100만원나오는건 걍 취미로 쌀먹하는 사람들합쳐서지
순수하게 게임시간 10시간잡고 월 100만원 벌꺼면
사회나가서 공장가도 병신취급받고 쫓겨날 지능인거지",152,부업 월 100만원,https://gall.dcinside.com/mgallery/board/view/?id=aion2&no=49988,부업 키워드 부족 (4/5),dc,월100은 ㅅㅂ ㅋㅋ
,community,"넷플 보면서 딸칵딸칵 하면 월 100만원 부업 ㄷㄷ
ㅇㅇ
(121.172)
2025.09.08 18:58:56
스크랩
조회 83
추천 0
댓글 7
이런게 어딨노
신창섭 씨발 찬양해
추천검색
추천 비추천
0
0
개념 추천
개념 비추천
1
실베추
공유
스크랩
신고",145,부업 월 100만원,https://gall.dcinside.com/board/view/?id=maplestory_new&no=11233565,부업 키워드 부족 (2/5),dc,넷플 보면서 딸칵딸칵 하면월100만원부업ㄷㄷ
